user_id,timestamp,question,answer,source
alexey_123,2025-04-19T13:37:00,Какой напиток любишь вечером?,Пиво,voice
alexey_123,2025-04-19T13:38:00,Что вызывает у тебя умиротворение?,Природа,voice
alexey_123,2025-04-19T13:39:00,Веришь в силу молитвы?,Да,voice
alexey_123,2025-04-19T13:40:00,Какая твоя главная цель на ближайший год?,Выйти на самоокупаемость и заработок на своем бизнесе начать работать с детьми,voice
alexey_123,2025-04-19T13:31:00,Согласен отказаться от амбиций ради семьи?,Да,voice
alexey_123,2025-04-19T13:32:00,Что делаешь когда злишься?,Стискиваю зубы,voice
alexey_123,2025-04-19T13:33:00,Любимый предмет в школе?,История,voice
alexey_123,2025-04-19T13:34:00,Какой твой главный жизненный урок?,Жизнь - это хаос,voice
alexey_123,2025-04-19T13:35:00,Согласен лгать ради защиты близких?,Да,voice
alexey_123,2025-04-19T13:36:00,Какое качество ценишь в жене?,Шарм,voice
alexey_123,2025-04-19T13:37:00,Какой напиток любишь вечером?,Пиво,voice
alexey_123,2025-04-19T13:38:00,Что вызывает у тебя умиротворение?,Природа,voice
alexey_123,2025-04-19T13:39:00,Веришь в силу молитвы?,Да,voice
alexey_123,2025-04-19T13:40:00,Какая твоя главная цель на ближайший год?,Выйти на самоокупаемость и заработок на своем бизнесе начать работать с детьми,voice
alexey_123,2025-04-19T13:31:00,Согласен отказаться от амбиций ради семьи?,Нет,voice
alexey_123,2025-04-19T13:32:00,Что делаешь когда злишься?,Стискиваю зубы,voice
alexey_123,2025-04-19T13:33:00,Любимый предмет в школе?,История,voice
alexey_123,2025-04-19T13:34:00,Какой твой главный жизненный урок?,Жизнь - это хаос,voice
alexey_123,2025-04-19T13:35:00,Согласен лгать ради защиты близких?,Да,voice
alexey_123,2025-04-19T13:36:00,Какое качество ценишь в жене?,Упорство,voice
alexey_123,2025-04-19T13:37:00,Какой фильм любишь пересматривать?,Гардемарины вперёд!,voice
alexey_123,2025-04-19T13:38:00,Что бы ты сказал себе в 18 лет?,Ищи дружбы людей намного умнее тебя и учись у них. Умерь гордость. Ищи покровителя,voice
alexey_123,2025-04-19T13:39:00,Согласен жертвовать ради мира?,Да,voice
alexey_123,2025-04-19T13:40:00,Какой твой главный бизнес-риск сейчас?,Недофинансирование,voice
alexey_123,2025-04-19T13:41:00,Какой твой главный бизнес-план на 5 лет?,Международный туристический оператор,voice
alexey_123,2025-04-19T13:42:00,Согласен жертвовать ради справедливости?,Нет,voice
alexey_123,2025-04-19T13:43:00,Какую песню любишь напевать?,Звёздное лето Пугачевой и Луч солнца золотого из Бременских музыкантов,voice
alexey_123,2025-04-19T13:44:00,Какой момент в жизни был самым счастливым?,Рождение детей,voice
alexey_123,2025-04-19T13:45:00,Согласен жертвовать ради чужого счастья?,Да,voice
alexey_123,2025-04-19T13:46:00,Какой урок хочешь передать детям?,Не сдавайтесь!,voice
alexey_123,2025-04-19T13:47:00,Какой жанр музыки ближе?,Рок,voice
alexey_123,2025-04-19T13:48:00,Что вызывает у тебя надежду?,Технический прогресс,voice
alexey_123,2025-04-19T13:49:00,Веришь в высший разум?,Да,voice
alexey_123,2025-04-19T13:50:00,Какое место в мире хочешь посетить?,Шерегеш в апреле,voice
alexey_123,2025-04-19T13:51:00,Какой твой главный бизнес-урок?,Надейся только на себя,voice
alexey_123,2025-04-19T13:52:00,Согласен жертвовать ради свободы?,Да,voice
alexey_123,2025-04-19T13:53:00,Какой запах ненавидишь?,Табачного дыма,voice
alexey_123,2025-04-19T13:54:00,Что бы ты сделал если бы мог вернуться в прошлое?,Постарался бы спасти чью нибудь жизнь,voice
alexey_123,2025-04-19T13:55:00,Согласен промолчать чтобы избежать спора?,Да,voice
alexey_123,2025-04-19T13:56:00,Какое воспоминание с детьми самое яркое?,После долгого расставания они приехали ко мне и мы пошли в ресторан есть суши,voice
alexey_123,2025-04-19T13:57:00,Что вызывает у тебя тревогу?,Хвосты с предыдущего места работы,voice
alexey_123,2025-04-19T13:58:00,Какой рок-группе отдаёшь предпочтение?,Кино,voice
alexey_123,2025-04-19T13:59:00,Какую технологию ждёшь больше всего?,Соединение человека с искусственным интеллектом. Симбиоз живого и технологичного,voice
alexey_123,2025-04-19T14:00:00,Веришь в карму?,Нет,voice
alexey_123,2025-04-19T14:01:00,Какой твой главный бизнес-конкурент?,Izi.Travel,voice
alexey_123,2025-04-19T14:02:00,Согласен жертвовать ради знаний?,Да,voice
alexey_123,2025-04-19T14:03:00,Какой цвет ненавидишь?,Коричневый,voice
alexey_123,2025-04-19T14:04:00,Какое событие изменило твою жизнь?,Знакомство с женой,voice
alexey_123,2025-04-19T14:05:00,Согласен жертвовать ради славы?,Нет,voice
alexey_123,2025-04-19T14:06:00,Какое качество хочешь видеть в детях?,Целеустремлённость,voice
alexey_123,2025-04-19T14:07:00,Какой альбом Кино любишь больше?,Не могу выбрать,voice
alexey_123,2025-04-19T14:08:00,Что вызывает у тебя восторг?,Успех дочерей,voice
alexey_123,2025-04-19T14:09:00,Как ИИ может помочь твоему бизнесу?,Знания и информированность,voice
alexey_123,2025-04-19T14:10:00,Веришь в судьбу?,Нет,voice
alexey_123,2025-04-19T14:11:00,Какой твой главный бизнес-страх на 5 лет?,Ошибочно довериться ИИ,voice
alexey_123,2025-04-19T14:12:00,Согласен жертвовать ради любви?,Да,voice
alexey_123,2025-04-19T14:13:00,Какой вкус ненавидишь?,Потухшего мяса,voice
alexey_123,2025-04-19T14:14:00,Какой человек вдохновляет тебя?,Народоволец Морозов изобретатель дыхательной гимнастики от туберкулёза,voice
alexey_123,2025-04-19T14:15:00,Что вызывает у тебя скуку?,Сериалы для женщин,voice
alexey_123,2025-04-19T14:16:00,Какое качество в любви ценишь больше всего?,Уважение,voice
alexey_123,2025-04-19T14:17:00,Какой семейный ритуал любишь?,Совместный ужин в чужом городе во время турпоездки,voice
alexey_123,2025-04-19T14:18:00,Какой минус видишь в ИИ?,Много ошибок при написании кода,voice
alexey_123,2025-04-19T14:19:00,Какую песню Кино любишь больше?,Нам с тобой,voice
alexey_123,2025-04-19T14:20:00,Согласен жертвовать ради природы?,Да,voice
alexey_123,2025-04-19T14:21:00,Какой твой главный бизнес-тренд на 2025?,Xcurio,voice
alexey_123,2025-04-19T14:22:00,Согласен жертвовать ради истины?,Да,voice
alexey_123,2025-04-19T14:23:00,Какой предмет в быту ненавидишь?,Умывальник точнее его крепление к раковине,voice
alexey_123,2025-04-19T14:24:00,Какой совет дал бы детям в бизнесе?,Заводите больше знакомств. Бизнес -это связи,voice
alexey_123,2025-04-19T14:25:00,Что вызывает у тебя удивление?,Прогресс,voice
alexey_123,2025-04-19T14:26:00,Веришь в ангелов?,Да,voice
alexey_123,2025-04-19T14:27:00,Какой концерт мечтаешь посетить?,Группа Сплин,voice
alexey_123,2025-04-19T14:28:00,Какой гаджет хотел бы изобрести?,Киборг и летающая машина-трансформер,voice
alexey_123,2025-04-19T14:29:00,Какой школьный момент помнишь ярче всего?,Первая влюблённость,voice
alexey_123,2025-04-19T14:30:00,Согласен жертвовать ради равенства?,Нет,voice
alexey_123,2025-04-19T14:31:00,Какой твой главный бизнес-риск в 2025?,Недофинансирование,voice
alexey_123,2025-04-19T14:32:00,Согласен жертвовать ради веры?,Да,voice
alexey_123,2025-04-19T14:33:00,Какой звук ненавидишь?,Железом по стеклу,voice
alexey_123,2025-04-19T14:34:00,Какой урок получила твоя дочь от тебя?,Верить в себя,voice
alexey_123,2025-04-19T14:35:00,Что вызывает у тебя гордость?,Достижения дочерей,voice
alexey_123,2025-04-19T14:36:00,Какую песню Сплин любишь больше?,Иди через лес,voice
alexey_123,2025-04-19T14:37:00,Какой плюс ИИ видишь для общества?,Прорыв в медицине,voice
alexey_123,2025-04-19T14:38:00,Какой навык хочешь освоить к 2030?,Управление крупным медиахолдингом,voice
alexey_123,2025-04-19T14:39:00,Веришь в пророчества?,Нет,voice
alexey_123,2025-04-19T14:40:00,Какую еду хочешь попробовать?,Блюдо с трюфелями,voice
alexey_123,2025-04-19T14:41:00,Какой твой главный бизнес-план на 2025?,Привлечение инвестиций в приложение Xcurio и запуск фабрики приложений и контента а также найм сотрудников для направления туризма,voice
alexey_123,2025-04-19T14:42:00,Согласен жертвовать ради дружбы?,Да,voice
alexey_123,2025-04-19T14:43:00,Какую книгу ненавидишь?,Собор Парижской Богоматери Гюго,voice
alexey_123,2025-04-19T14:44:00,Какой момент с женой самый памятный?,Свадьба второй день,voice
alexey_123,2025-04-19T14:45:00,Что вызывает у тебя раздражение?,Настойчивая глупость,voice
alexey_123,2025-04-19T14:46:00,Какой жанр кроме рока тебе близок?,Чиллаут,voice
alexey_123,2025-04-19T14:47:00,Какой минус ИИ видишь для общества?,Люди разучатся думать из-за доступности информации и ИИ,voice
alexey_123,2025-04-19T14:48:00,Какое качество ценишь в друзьях?,Преданность,voice
alexey_123,2025-04-19T14:49:00,Где видишь себя в 2030?,Владелец медиахолдинга,voice
alexey_123,2025-04-19T14:50:00,Веришь в вечную жизнь?,Да,voice
alexey_123,2025-04-19T14:51:00,Кто твой главный бизнес-партнёр в 2025?,Алексей,voice
alexey_123,2025-04-19T14:52:00,Согласен жертвовать ради чести?,Да,voice
alexey_123,2025-04-19T14:53:00,Какую привычку ненавидишь?,Переедать,voice
alexey_123,2025-04-19T14:54:00,Какой совет дал бы дочерям о любви?,Не бойтесь любить и не теряйте голову,voice
alexey_123,2025-04-19T14:55:00,Что вызывает у тебя смех?,Смешная ситуация,voice
alexey_123,2025-04-19T14:56:00,Какой трек слушаешь для вдохновения?,Саундтрек к фильму Рокки 3,voice
alexey_123,2025-04-19T14:57:00,Какую роль ИИ видишь в туризме?,Управление туристической поездкой,voice
alexey_123,2025-04-19T14:58:00,Какой момент с другом запомнился?,Вырванный поручень в переполненном троллейбусе в Новосибирске,voice
alexey_123,2025-04-19T14:59:00,Веришь в чудеса?,Да,voice
alexey_123,2025-04-19T15:00:00,Какой проект хочешь запустить к 2030?,Лаборатория и цех для разработки киборгов и синтетиков,voice
alexey_123,2025-04-19T15:01:00,Какой твой главный бизнес-урок от Xcurio?,Новый виток прогресса открывает невозможное,voice
alexey_123,2025-04-19T15:02:00,Согласен жертвовать ради долга?,Да с оговоркой смотря ради какого долга,voice
alexey_123,2025-04-19T15:03:00,Какую погоду ненавидишь?,Уныло дождливая,voice
alexey_123,2025-04-19T15:04:00,Какой совет дал бы дочерям о дружбе?,Берегите друзей и дорожите дружбой с ними,voice
alexey_123,2025-04-19T15:05:00,Что вызывает у тебя спокойствие?,Размышления под спокойную музыку,voice
alexey_123,2025-04-19T15:06:00,Какой альбом Сплин любишь больше?,Ключ к шифру,voice
alexey_123,2025-04-19T15:07:00,Какой гаджет используешь чаще всего?,Смартфон,voice
alexey_123,2025-04-19T15:08:00,Какой совет дал бы другу о бизнесе?,Давай со мной!,voice
alexey_123,2025-04-19T15:09:00,Веришь в реинкарнацию?,Нет,voice
alexey_123,2025-04-19T15:10:00,Какую мечту хочешь исполнить к 2030?,Добиться своих целей,voice
alexey_123,2025-04-19T15:12:00,Какой твой главный бизнес-вызов в 2025?,Научиться получать доход со своих интернет-проектов,voice
alexey_123,2025-04-19T15:13:00,Согласен жертвовать ради гармонии?,Нет с оговоркой не знаю,voice
alexey_123,2025-04-19T15:14:00,Какой напиток ненавидишь?,Не знаю,voice
alexey_123,2025-04-19T15:15:00,Какой урок получил от дочерей?,Надо быть более внимательным,voice
alexey_123,2025-04-19T15:16:00,Что вызывает у тебя ностальгию?,Музыка,voice
alexey_123,2025-04-19T15:17:00,Какую песню Милен Фармер любишь больше?,Sans Logique,voice
alexey_123,2025-04-19T15:18:00,Какой навык ИИ хочешь развить для Xcurio?,Проведение экскурсий на разных языках с взаимодействием,voice
alexey_123,2025-04-19T15:19:00,Какой фильм из детства запомнился?,Приключения Электроника,voice
alexey_123,2025-04-19T15:20:00,Веришь в божественное вдохновение?,Да,voice
alexey_123,2025-04-19T15:21:00,Какой город хочешь посетить к 2030?,Вена,voice
alexey_123,2025-04-19T15:22:00,Какой твой главный бизнес-инструмент в 2025?,Нейросети,voice
alexey_123,2025-04-19T15:23:00,Согласен жертвовать ради справедливости?,Нет с оговоркой не всегда,voice
alexey_123,2025-04-19T15:24:00,Какой запах любишь?,Цветущей сирени,voice
alexey_123,2025-04-19T15:25:00,Какой совет дал бы дочерям о карьере?,Карьеру строят харизма и знакомства прежде ума и трудолюбия,voice
alexey_123,2025-04-19T15:26:00,Что вызывает у тебя вдохновение?,Успешный результат,voice
alexey_123,2025-04-19T15:27:00,Какую песню Queen любишь больше?,Another One Bites The Dust,voice
alexey_123,2025-04-19T15:28:00,Какой минус нейросетей видишь для Xcurio?,Отсутствие инициативы,voice
alexey_123,2025-04-19T15:29:00,Какую профессию видишь для дочерей?,Владелец медиахолдинга,voice
alexey_123,2025-04-19T15:30:00,Веришь в высшую силу?,Да,voice
alexey_123,2025-04-19T15:31:00,Какое хобби хотел бы освоить?,Хождение на яхте под парусом,voice
alexey_123,2025-04-19T15:32:00,Какой твой главный бизнес-мотиватор в 2025?,Праздник 50-летия на заработки от проектов,voice
alexey_123,2025-04-19T15:33:00,Согласен жертвовать ради мира?,Нет с оговоркой скорее нет,voice
alexey_123,2025-04-19T15:34:00,Какую одежду ненавидишь?,Рубашки поло,voice
alexey_123,2025-04-19T15:35:00,Какой момент с дочерьми хочешь повторить?,Поездку в Сочи для катания на Красной Поляне,voice
alexey_123,2025-04-19T15:36:00,Что вызывает у тебя надежду?,Мои дочки,voice
alexey_123,2025-04-19T15:37:00,Какую песню Наутилус Помпилиус любишь больше?,Чужая земля,voice
alexey_123,2025-04-19T15:38:00,Какой плюс нейросетей видишь для Xcurio?,Доступность информации про весь мир,voice
alexey_123,2025-04-19T15:39:00,Какой школьный предмет любил?,Музыка,voice
alexey_123,2025-04-19T15:40:00,Веришь в предназначение?,Нет,voice
alexey_123,2025-04-19T15:41:00,Какую технологию хочешь увидеть к 2030?,Летающий экзоскелет,voice
alexey_123,2025-04-19T15:42:00,Какой твой главный бизнес-приоритет в 2025?,Продажи,voice
alexey_123,2025-04-19T15:43:00,Согласен жертвовать ради свободы?,Да с оговоркой больше чем нет,voice
alexey_123,2025-04-19T15:44:00,Какую еду ненавидишь?,Сушёная картошка,voice
alexey_123,2025-04-19T15:45:00,Какой совет дал бы жене о бизнесе?,Не сомневайся в себе будь собой,voice
alexey_123,2025-04-19T15:46:00,Что вызывает у тебя восторг?,Успех,voice
alexey_123,2025-04-19T15:47:00,Какую песню Алисы любишь больше?,Стерх,voice
alexey_123,2025-04-19T15:48:00,Какое место в Вене хочешь посетить?,Прогулка по улочкам посмотреть дома,voice
alexey_123,2025-04-19T15:49:00,Какую роль ИИ видишь в яхтинге?,Навигация и лоцманская деятельность,voice
alexey_123,2025-04-19T15:50:00,Веришь в силу молитвы?,Да,voice
alexey_123,2025-04-19T15:51:00,Какое событие из юности изменило тебя?,Провал вступительных экзаменов в НИИЖТ,voice
alexey_123,2025-04-19T15:52:00,Какой твой главный бизнес-страх в 2025?,Проблемы с прошлого места работы,voice
alexey_123,2025-04-19T15:53:00,Согласен жертвовать ради красоты?,Да с оговоркой скорее да,voice
alexey_123,2025-04-19T15:54:00,Какой цвет любишь?,Синий,voice
alexey_123,2025-04-19T15:55:00,Какой урок получил от отца?,Стремиться к большему остановка смерть,voice
alexey_123,2025-04-19T15:56:00,Что вызывает у тебя грусть?,Размышления о длине жизни,voice
alexey_123,2025-04-19T15:57:00,Какую песню Агаты Кристи любишь больше?,Никогда,voice
alexey_123,2025-04-19T15:58:00,Какой минус экзоскелетов видишь?,Маленькая энергоёмкость,voice
alexey_123,2025-04-19T15:59:00,Какое место из детства хочешь посетить?,Байкал,voice
alexey_123,2025-04-19T16:00:00,Веришь в загробную жизнь?,Да,voice
alexey_123,2025-04-19T16:01:00,Какую книгу хочешь прочитать к 2030?,Книга дочери Ульяны,voice
alexey_123,2025-04-19T16:12:00,Какой твой главный бизнес-риск в 2025?,Усиление санкций и политические изменения,voice
alexey_123,2025-04-19T16:13:00,Согласен жертвовать ради любви?,Да,voice
alexey_123,2025-04-19T16:14:00,Какой звук любишь?,Прибой,voice
alexey_123,2025-04-19T16:15:00,Какой момент с женой хочешь пережить снова?,Поездка на Телецкое озеро вдвоём,voice
alexey_123,2025-04-19T16:16:00,Что вызывает у тебя умиротворение?,Шелест листвы,voice
alexey_123,2025-04-19T16:17:00,Какую песню Калинова Моста любишь больше?,Честное слово,voice
alexey_123,2025-04-19T16:18:00,Какую роль ИИ видишь в мотоциклетных упражнениях?,Не вижу,voice
alexey_123,2025-04-19T16:19:00,Какое достижение хочешь отметить в 50 лет?,Собственное дело,voice
alexey_123,2025-04-19T16:20:00,Веришь в силу благодарности?,Да с оговоркой скорее да,voice
alexey_123,2025-04-19T16:21:00,Какой друг из детства запомнился?,Виталий Шамонин (Виталька),voice
alexey_123,2025-04-19T16:22:00,Какой твой главный бизнес-актив в 2025?,Мои руки и моя голова,voice
alexey_123,2025-04-19T16:23:00,Согласен жертвовать ради надежды?,Да с оговоркой скорее да,voice
alexey_123,2025-04-19T16:24:00,Какой вкус любишь?,Спелая вишня,voice
alexey_123,2025-04-19T16:25:00,Какой совет дал бы другу Витальке?,Не унывай,voice
alexey_123,2025-04-19T16:26:00,Что вызывает у тебя гордость?,Успех моих дочерей,voice
alexey_123,2025-04-19T16:27:00,Какую песню Крематория любишь больше?,Мусорный ветер,voice
alexey_123,2025-04-19T16:28:00,Какой минус ИИ видишь для общества?,Зависимость от ИИ,voice
alexey_123,2025-04-19T16:29:00,Какое воспоминание с Виталькой самое яркое?,Прыжки в снег с сарая,voice
alexey_123,2025-04-19T16:30:00,Веришь в силу верности?,Да,voice
alexey_123,2025-04-19T16:31:00,Какое путешествие хочешь совершить с семьёй?,Венеция,voice
alexey_123,2025-04-19T16:32:00,Какой твой главный бизнес-урок за 2024?,Предприниматель делает всё сам,voice
alexey_123,2025-04-19T16:33:00,Согласен жертвовать ради мудрости?,Да с оговоркой скорее да,voice
alexey_123,2025-04-19T16:34:00,Какой напиток любишь?,Пиво,voice
alexey_123,2025-04-19T16:35:00,Какой урок получил от матери?,Маму надо любить и беречь,voice
alexey_123,2025-04-19T16:36:00,Что вызывает у тебя радость?,Весеннее солнце,voice
alexey_123,2025-04-19T16:37:00,Какую песню Пикника любишь больше?,Иероглиф,voice
alexey_123,2025-04-19T16:38:00,Какой плюс ИИ видишь для Венеции?,Не вижу связи,voice
alexey_123,2025-04-19T16:39:00,Какую цель хочешь достичь с Xcurio к 2030?,Приложения на всех языках для топ-50 турмест,voice
alexey_123,2025-04-19T16:40:00,Веришь в силу терпения?,Да,voice
alexey_123,2025-04-19T16:41:00,Какой подарок из детства запомнился?,Игрушечные индейцы и ковбои,voice
